dealer_name,contact,address
"C & B Operations, LLC - Ida Grove","Casey Cameron, Store Manager, cameronc@deerequipment.com","5698 State Hwy. 175, Ida Grove, IA 51445, 
, 
, 
"
"C & B Operations, LLC - Storm Lake","Jeff Hultgren, Sales, hultgrenJ@deerequipment.com","1063 590th St., Storm Lake, IA 50588, 
, 
, 
"
Casady Brothers Implement - Webster City,"Ryan, Sales Manager, ryan@casadybrosimpl.com","1705 2nd St., Webster City, IA 50595, 
, 
, 
"
Caltrider Machinery - Casey,"Kurt Caltrider, Owner, lindand@netins.net","106 W Oak Street, Casey, IA 50048, 
, 
, 
"
"Brynsaas Sales & Service, Inc. - Decorah","Ryan Brynsaas, Marketing Manager, ryan.bss@neitel.net","1660 Jordan West Road, Decorah, IA 52101, 
, 
, 
"
Carroll Implement - Luverne,"Denny Carroll, Owner, carrollimp@live.com","1001 Kossuth Avenue, Luverne, IA 50560, 
, 
, 
"
Brokaw Supply,"Mitch Simpson, mitch.simpson@brokawsupply.com","2761 200th St., Fort Dodge, IA 50501, 
, 
, 
"
C&A Fox Farms LLC - Orchard,"Curt Fox, sales@foxfarmsllc.com","3275 Valley Ave., Orchard, IA 50460, 
, 
, 
"
Stoller International - Pontiac,"Mike Noonan, Sales Manager, mnoonan@stollerih.com","15521 E 1830 North Road, Pontiac, IL 61764, 
, 
, 
"
Bodensteiner Implement Company - Oelwein,"Don Beierschmitt, Store Manager, beierschmitt@bodimp.com","1900 South Frederick Ave., Oelwein, IA 50662, 
, 
, 
"
Brakke Implement - Mason City,"Jeff Brakke, jeffbrakkeimp@netconx.net","17551 Kildeer Ave, Mason City , IA 50401, 
, 
, 
"
Bodensteiner Implement Company - Rowley,"Kevin Haynes, Store Manager, haynesk@bodimp.com","1965 290th St., Rowley, IA 52329, 
, 
, 
"
Stoller International - Herscher,"CJ Eich, ceich@stollerih.com","11364 West Rt. 115, Herscher, IL 60941, 
, 
, 
"
Bodensteiner Implement Company - Waukon,"Kyle Halverson, Sales Lead, halversonK@bodimp.com","140 Hwy. 9 SW, Waukon, IA 52172, 
, 
, 
"
Stoller International - Minonk,"Mclane  Steidinger, msteidinger@stollerih.com","1451 Industrial Park Rd., Minonk, IL 61760, 
, 
, 
"
Stoller International - Ottawa,"Michael  Dohman, mdohman@stollerih.com","3196 N Illinois Rt. 23, Ottawa, IL 61350, 
, 
, 
"
Spiker Farms - Wheeler,"Scott Spiker, sales@spikerfarms.com","12877 N 600th Street, Wheeler, IL 62479, 
, 
, 
"
"Sloan Implement Co., Inc. - Winchester","Doug Awe, Store Manager, dawe@sloans.com; info@sloans.com","1285 Old Route 36, Winchester, IL 62694, 
, 
, 
"
"Soil Service, Inc. - Niota","Aerial Ferguson, aferguson@soilserviceinc.com","2576 N County Road 1600 E., Niota, IL 62358, 
, 
, 
"
"Sloan Implement Co., Inc. - Shelbyville","Nick Voegel, Store Manager, nvoegel@sloans.com; info@sloans.com","2295 ST Hwy. 16, Shelbyville, IL 62565, 
, 
, 
"
"Sloan Implement Co., Inc. - Virden","Justin Bickel, Store Manager, JBickel@sloans.com; info@sloans.com","1600 N Springfield, Virden, IL 62690, 
, 
, 
"
"Sloan Implement Co., Inc. - Petersburg","Randy McMillen, Store Manager, RMcMillen@sloans.com; info@sloans.com","18517 Kelly Street, Petersburg, IL 62675, 
, 
, 
"
"Sloan Implement Co., Inc. - White Hall","David Cressy, Store Manager, dcressy@sloans.com; info@sloans.com","425 South Main St., White Hall, IL 62092, 
, 
, 
"
"Sloan Implement Co., Inc. - Vandalia","Don Redeker, Store Manager, dredeker@sloans.com; info@sloans.com","2617 W Main St., Vandalia, IL 62471, 
, 
, 
"
"Sloan Implement Co., Inc. - Taylorville","Rod Carls, Store Manager, rcarls@sloans.com; info@sloans.com","240 S Spresser, Taylorville, IL 62568, 
, 
, 
"
"Sloan Implement Co., Inc. - Perry","Steve Furniss, Sales, sfurniss@sloans.com","1 John Deere Drive, Perry, IL  62362, 
, 
, 
"
"Sloan Implement Co., Inc. - Lanark","Toby Taylor, Store Manager, ttaylor@sloans.com; info@sloans.com","26208 US Hwy. 52, Lanark, IL 61046, 
, 
, 
"
"Sloan Implement Co., Inc. - Havana","Dennis Stevens, Store Manager, dennisstevens@sloans.com; info@sloans.com","1105 State Route 97, Havana, IL 62644, 
, 
, 
"
"Sloan Implement Co., Inc. - Hamel","Doug Gibson, Store Manager, dgibson@sloans.com; info@sloans.com","9425 Rt. 140, Hamel, IL 62046, 
, 
, 
"
"Sloan Implement Co., Inc. - Fulton","Eric Maloney, Store Manager, emaloney@sloans.com; info@sloans.com","18390 Waller Road, Fulton, IL 61252, 
, 
, 
"
"Sloan Implement Co., Inc. - Litchfield","Troy Pinkston, Store Manager, Tpinkston@sloans.com; info@sloans.com","11054 Old Rt. 66 South, Litchfield, IL 62056, 
, 
, 
"
"Sloan Implement Co., Inc. - Carlinville","Greg McCallum, Store Manager, gmccallum@sloans.com; info@sloans.com","18898 Shipman Rd., Carlinville, IL 62626, 
, 
, 
"
"RWCI, Inc. Equipment Sales - Flora","Jim Bindon, jbindon@rwciinc.com","10 Industrial Park, Flora, IL 62839, 
, 
, 
"
"Sloan Implement Co., Inc. - Assumption","Sales Department, Equipment Sales, jsloan@sloans.com","120 N Business 51, Assumption, IL 62510, 
, 
, 
"
Rondo Enterprises - Truck & Trailer Sales,"Sales Department, sales@rondotrailer.com","1115 East State Street, Sycamore, IL 60178, 
, 
, 
"
Shaff Implement Co. - Urbana,"Randy Osterbur, Manager, randy@shaffimplement.com","1940 County Road 2000 North, Urbana, IL 61802, 
, 
, 
"
"Roland Machinery - Springfield, IL","Sales Department, jgermann@rolandmachinery.com","816 North Dirksen Parkway, Springfield, IL 62702, 
, 
, 
"
"Sloan Implement Co., Inc. - Atwood","Dave White, Store Manager, dwhite@sloans.com; info@sloans.com","65E US Hwy. 36, Atwood, IL 61913, 
, 
, 
"
"Rothwell Ag-Products, Inc. - Davis Junction","Winston Hines, Owner, w.h.hines@att.net","8650 Rothwell Rd., Davis Junction , IL 61020, 
, 
, 
"
"Sloan Implement Co., Inc. - Effingham","Larry Probst, Store Manager, lprobst@sloans.com; info@sloans.com","1407 E Fayette, Effingham, IL 62401, 
, 
, 
"
Roland Machinery - East Peoria,"Sales Department, jgermann@rolandmachinery.com","4299 N. Main Street, Unit A, East Peroria, IL 61611, 
, 
, 
"
Sigel Equipment - Sigel,"Kriss Fearday, sigelequip@gmail.com","RR 45 North, Sigel, IL 62462, 
, 
, 
"
Roland Machinery - Carterville,"Sales Department, jgermann@rolandmachinery.com","1505 Donna Drive, Carterville, IL 62918, 
, 
, 
"
Rohlfs Implement Company - Hartsburg,"Les Rohlfs, Sales, rohlfsimp@abelink.com","206 W Front Street, Hartsburg, IL 62643, 
, 
, 
"
Rohlfs Implement Company - Greenview,"Tom Rohlf, Sales, rohlfg1@springnet1.com","500 W Adams St., Greenview, IL 62642, 
, 
, 
"
Roland Machinery - Bolingbrook,"Sales Department, jgermann@rolandmachinery.com","220 East Frontage Road, Bolingbrook, IL 60440, 
, 
, 
"
Bodensteiner Implement Company - Cresco,"Jason Myli, Store Manager, mylij@bodimp.com","Hwy. 63 & 9, Cresco, IA 52136, 
, 
, 
"
Bodensteiner Implement Company - Monticello,"Jim Haughenbury, Store Manager, haughenburyj@bodimp.com","1047 South Main, Monticello, IA 52310, 
, 
, 
"
Riechmann Bros. LLC - Okawville,"Sales Department, bill@riechmannbros.com","1000 S Front Street, Okawville, IL 62271, 
, 
, 
"
Bodensteiner Implement Company - New Hampton,"Lloyd Phillips, Store Manager, phillipsl@bodimp.com","2037 200th St., New Hampton, IA 50659, 
, 
, 
"
Bodensteiner Implement Company - Elkader,"Luther Koenig, Store Manager Manager, koenigl@bodimp,com","24125 Hwy. 13 N, Elkader, IA 52403, 
, 
, 
"
Bodensteiner Implement Company - Decorah,"Tom Kuennen, Store Manager, KuennenT@bodimp.com","2203 State Hwy. 9, Decorah, IA 52101, 
, 
, 
"
Bodensteiner Implement Company - Dyersville,"Bret Haughenbury, Store Manager, HaughenburyB@bodimp.com","13843 Route 136 North, Dyersville, IA 52040, 
, 
, 
"
Bodensteiner Implement Company - Clermont,"Luther Koenig, Sales Mgr, koenigl@bodimp.com","121 Mill St., Clermont, IA 52135, 
, 
, 
"
Benda Ag Service - Elberon,"Lauren Benda, lauren@bendaag.com","2946 Highway V18, Elberon, IA 52225, 
, 
, 
"
AgriVision Equipment - Winterset,"Sales Department, matt.raasch@agrivisionequipment.com","1706 N John Wayne Drive, Winterset, IA 50273, 
, 
, 
"
Alta Implement,"Sales Department, tim@altaimpl.com","315 East HWY 7 , Alta, IA 51002, 
, 
, 
"
"Bancroft Implement, Inc.","Rod Bierle, Manager, shawnm@redpowerteam.com","312 West Ramsey, Bancroft, IA 50517, 
, 
, 
"
"Anderson Machinery Sales, Inc. - Gowrie","Sales Department, andersonmachines@wccta.net","3830 Dakota Avenue, Gowrie, IA 50543, 
, 
, 
"
AgriVision Equipment - Red Oak,"Sales Department, matt.raasch@agrivisionequipment.com","2405 N 4th Street, Red Oak, IA 51566, 
, 
, 
"
Automated Waste Systems - Hull,"Luke Jungers, General Manager, aws@premieronline.net","3115 320th Street, Hull, IA 51239, 
, 
, 
"
AgriVision Equipment- Paullina,"Sales Department, matt.raasch@agrivisionequipment.com","5671 460th Street, Paullina, IA 51046, 
, 
, 
"
AgriVision Equipment - Onawa,"Sales Department, matt.raasch@agrivisionequipment.com","814 Pearl Street, Onawa, IA 51040, 
, 
, 
"
AgriVision Equipment - Pacific Junction,"Sales Department, matt.raasch@agrivision.us","58668 190th Street, Pacific Junction, IA 51561, 
, 
, 
"
AgriVision Equipment - Macedonia,"Sales Department, matt.raasch@agrivisionequipment.com","40459 Pioneer Trail, Macedonia, IA 51549, 
, 
, 
"
AgriVision Equipment- Lawton,"Sales Department, matt.raasch@agrivisionequipment.com","1849 Highway 20, Lawton, IA 51030, 
, 
, 
"
AgriVision Equipment- Le Mars,"Sales Department, matt.raasch@agrivisionequipment.com","1850 Key Avenue SW, Le Mars, IA 51031, 
, 
, 
"
AgriVision Equipment - Massena,"Sales Department, matt.raasch@agrivisionequipment.com","74235 Richland Road, Massena, IA 50853, 
, 
, 
"
Riechmann Bros. LLC - Centralia,"Sales Department, centralia@riechmannbros.com","16961 US Highway 51 South, Centralia, IL 62801, 
, 
, 
"
AgriVision Equipment - Leon,"Sales Department, matt.raasch@agrivisionequipment.com","802 East 1st Street, Leon, IA 50144, 
, 
, 
"
AgriVision Equipment - Lenox,"Sales Department, matt.raasch@agrivisionequipment.com","412 W Van Buren, Lenox, IA 50851, 
, 
, 
"
R Equipment - Utica,"Cash Reichling, Sales Manager, cash@requipment.com","3693 E 6th Rd., Utica, IL 61373, 
, 
, 
"
AgriVision Equipment- Ireton,"Sales Department, matt.raasch@agrivisionequipment.com","4511 Eagle Avenue, Ireton, IA 51027, 
, 
, 
"
Peabudy's North - Pecatonica,"Heath Passmore, Sales","2430 S Pecatonica Rd, Pecatonica, IL 61063, 
, 
, 
"
Riechmann Bros. LLC - Breese,"Sales Department, breese@riechmannbros.com","1710 N 4th St., Breese, IL 62239, 
, 
, 
"
Riechmann Bros. LLC - Farina,"Sales Department, jeffb@riechmannbros.com","249 John Deere Road, Farina, IL 62838, 
, 
, 
"
Peabudy's Inc. - Sterling,"Heath Passmore, Sales","2900 Polo Rd, Sterling, IL 61081, 
, 
, 
"
Rick Hawkins Equipment Sales - Ridgway,"Sales Department, rick@rickhawkinssales.com","15625 Illinois 1, Ridgway, IL 62979, 
, 
, 
"
Nicholson Ag Services - Lowpoint,"Jake  Nicholson, Owner, nicholsonagservices@gmail.com","2083 State Route 89, Lowpoint, IL 61545, 
, 
, 
"
Neff Co. - Avon,"Sales Department, neff@grics.net","112 Main Street, Avon, IL 61415, 
, 
, 
"
R Equipment - Sycamore,"Colby Reichling, Equipment Sales, colby@requipment.com","8789 Rte. 64, Sycamore, IL 60178, 
, 
, 
"
Painter Farm Equipment - Monmouth,"Todd Painter, Sales, tdpaint@painterfarmequipment.com","201 West Harlem Avenue, Monmouth, IL 61462, 
, 
, 
"
Pillar Equipment - Silvis,"Jason Wentland, jason@pillareq.com","Pillar Equipment, 2001 5th St, Suite 40 Silvis, IL 61282, Silvis, IL 61282, 
, 
, 
"
M & S Implement Company Inc. - Harrisburg,"Aaron Apple, ms4roger@gmail.com","350 Highway 145 South, Harrisburg, IL 62946, 
, 
, 
"
Midwest Wholesale Tractors - Quincy,"Sam Witte, jdwholesalersquincy@gmail.com","4603 South 6th Street, Quincy, IL 62305, 
, 
, 
"
My6030 Transport - Sigel,"Brad Walk, Owner, bwalk6030@gmail.com","212 N Co. Rd. 3350 E., Sigel, IL 62462, 
, 
, 
"
RCR Equipment - Charleston,"Chuck or Alex Fuqua, rcrequipment@aol.com","4610 W State Street, Charleston, IL 61920, 
, 
, 
"
"Mt. Sterling Implement, Co - Mt. Sterling","Mark Hill, President, mtstimpl@adams.net ","410 E Main St., PO Box 189, Mt. Sterling, IL 62353, 
, 
, 
"
"Midwest Tractor Sales, Inc. - Newton","Nick Grandt, Store Manager, nickgrandt@mts.ag","307 E Jourdan St., Newton, IL 62448, 
, 
, 
"
Meridian Implement - Rockford,"Dennis Gearhart, general@meridianimplement.com","1011 South Meridian Road, Rockford, IL 61102, 
, 
, 
"
"Midwest Tractor Sales, Inc. - Baldwin","Brenden Cripe, Manager, brendencripe@mts.ag","206 E Myrtle St., Baldwin, IL 62217, 
, 
, 
"
"Midwest Tractor Sales, Inc. - Breese","Justin Detmer, Sales Manager, justindetmer@mts.ag","13923 Progress Drive, Breese, IL 62230, 
, 
, 
"
"AgriVision Equipment- Doon, IA","Sales Department, matt.raasch@agrivisionequipment.com","3087 250th Street, Doon, IA 51235, 
, 
, 
"
McCullough Implement Company - Watseka,"Steve  McCullough, Sales, stevemc@mcagplus.com","1966 North State Route 1, Watseka, IL 60970, 
, 
, 
"
Martin Sullivan - Kewanee,"Online Sales, Inside Sales Representative, geklund@martinsullivan.com","2473 Hwy. 34 S, Kewanee, IL 61443, 
, 
, 
"
AgriVision Equipment - Creston,"Sales Department, matt.raasch@agrivisionequipment.com","710 E Taylor, Creston, IA 50801, 
, 
, 
"
AgriVision Equipment - Clarinda,"Sales Department, matt.raasch@agrivisionequipment.com","601 South Eight Street, Clarinda, IA 51632, 
, 
, 
"
"Kelly Sauder Rupiper Equipment, LLC - Streator","Sales Department, sales@ksrequipment.com","L Rt. 17 SW of Streator, Streator, IL 61364, 
, 
, 
"
"Midwest Tractor Sales, Inc. - Jerseyville","Adam Heitzig, Sales Manager, adamheitzig@mts.ag","27065 Crystal Lake Rd., Jerseyville, IL 62052, 
, 
, 
"
"Mascoutah Equipment Co., Inc. - Mascoutah","Thomas Stookey, sales@mascoutahequip.com","10880 State Route 177, Mascoutah, IL 62258, 
, 
, 
"
Kuhns Equipment LLC - Arthur,"Rodger Burton, Sales Manager, rodgerb51@gmail.com","1000 East Columbia Street, Arthur, IL 61911, 
, 
, 
"
Kuhns Equipment LLC - Gibson City,Sales Department,"618 West 9th Street, Gibson City, IL 60936, 
, 
, 
"
Johnson Tractor - Amboy,"Eric Johnson, Sales Manager, ericj@johnsontractor.com","340 N Metcalf Ave., Amboy, IL 61310, 
, 
, 
"
"Kelly Sauder Rupiper Equipment, LLC - Pontiac","Sales Department, sales@ksrequipment.com","805 Howard Street, Pontiac, IL 61764, 
, 
, 
"
"Kelly Sauder Rupiper Equipment, LLC - Lacon","Sales Department, sales@ksrequipment.com","1501 Fifth Street, Lacon, IL 61540, 
, 
, 
"
Iroquois Equipment - Onarga,"Suzy Manahan, bushhogeq@gmail.com","1000 E. 1400 North Rd., Onarga, IL 60955, 
, 
, 
"
Johnson Tractor - Rochelle,"Eric  Johnson, Sales Manager, ericj@johnsontractor.com","1030 S 7th St., Rochelle, IL 61068, 
, 
, 
"
J.O. Harris Sales - Alexander,"Jay Harris, jay@joharrissales.com","1789 State Highway 123, Alexander, IL 62601, 
, 
, 
"
Jennings Implement Company - Bement,"Kenny Tedrick, Sales, katedrick@frontier.com","401 South Washington Street, Bement, IL 61813, 
, 
, 
"
H&R Agri-Power - Vergennes,"Sales Department, nathan.kenady@hragripower.com","5413 Elkville Road, Vergennes, IL 62994, 
, 
, 
"
Jenner Ag - Taylorville,"Mark  Hartman, Used Equipment Sales, olivia.jones@jennerag.com","1800 E Main Cross St., Taylorville, IL 62568, 
, 
, 
"
Holzhauer Pro Motorsports - Nashville,"Holzhauer  Pro Motorsports, prointernet@holzhauers.com","17933 Holzhauer Auto Mall Dr., Nashville, IL 62263, 
, 
, 
"
Jenner Ag - Harristown,"Mark  Hartman, Used Equipment Sales, olivia.jones@jennerag.com","8990 W US Rt. 36, Harristown, IL 62537, 
, 
, 
"
"Ag Land Implement, Inc. - New Hampton","Steve Kincannon, Sales Manager","1819 McCloud Avenue, New Hampton, IA 50659, 
, 
, 
"
H&R Agri Power - McLeansboro,"Sales Department, nathan.kenady@hragripower.com","900 West Randolph Street, McLeansboro, IL 62859, 
, 
, 
"
"Holland & Sons, Inc. - Mendota","Matt Bernabei, Sales Professional, MHolland@hollandandsons.com","1701 South 13th Ave., Mendota, IL 61342, 
, 
, 
"
"Hodel's, Inc. - Roanoke","Sales Department, sales@hodeleq.com","2278 County Road 1350 North, Roanoke, IL 61561, 
, 
, 
"
"Holland & Sons, Inc. - Dixon","Cory Folk, Store Manager/Sales Professional, MHolland@hollandandsons.com","908 Bloody Gulch Road, Dixon, IL 61021, 
, 
, 
"
"Holland & Sons, Inc. - Princeton","Ty  Holland, Vice President/Store Manager, MHolland@hollandandsons.com","20144 1800 North Avenue, Princeton, IL 61356, 
, 
, 
"
"Holland & Sons, Inc. - Freeport","Andrew  Gustafson, Store Manager/Sales Professional, MHolland@hollandandsons.com","724 Youngs Lane, Freeport, IL 61032, 
, 
, 
"
"Holland & Sons, Inc. - Geneseo","Denny  Desplinter, Store Manager/Sales Professional, MHolland@hollandandsons.com","939 US 6 East, Geneseo, IL 61254, 
, 
, 
"
Erb Equipment Company - Mt. Vernon,"Brian Fields, brianfields@erbequipment.com","11322 State Rt 148, Mt. Vernon, IL 62864, 
, 
, 
"
German-Bliss Equipment - Princeville,"Sales Department, ggerman@germanbliss.com","624 W Spring Street, Princeville, IL 61559, 
, 
, 
"
"H. J. Implement - Albion, IL","Sales Department, hjimpls@aol.com","652 Il Rt 15, Albion, IL 62806, 
, 
, 
"
Haney Equipment - Mulkeytown,"Cameron Haney, cam2016.ch@gmail.com","7495 Main St., Mulkeytown, IL 62865, 
, 
, 
"
DeKalb Implement Company - Rockford,"Lindon Gord, Sales Manager, lindongord@gmail.com","854 Simpson Road, Rockford, IL 61102, 
, 
, 
"
"Henderson Enterprises - McLeansboro, IL","Bryan Henderson, bhendu2003@hotmail.com","10554 County Road 700 N, McCleansboro, IL 62859, 
, 
, 
"
DeKalb Implement Company - Sycamore,"John Pitstick, Sales, johnpitstick@yahoo.com","8680 State Route 64, Sycamore, IL 60178, 
, 
, 
"
German-Bliss Equipment - East Peoria,"Sales Department, ggerman@germanbliss.com","215 Fairlane Drive East, Peoria, IL 61611, 
, 
, 
"
Flanagan Implement & Service Co. - Flanagan,"Todd Barton, flana5@suminet.net","100 East Falcon Highway, Flanagan, IL 61740, 
, 
, 
"
Chrisman Farm Center - Chrisman,"Joshua Staley, joshua@chrismanfc.com","22057 Illinois HWY 1, Chrisman, IL 61924, 
, 
, 
"
DeKalb Implement Company - Kings,Jim Johnson,"12223 Route 64 East, Kings, IL 61068, 
, 
, 
"
"Dambman Service, Inc. - Milledgeville","Curt  Dambman, Sales ,  curt@dambmanservice.com","7073 Shannon Rt., Milledgeville, IL 61051, 
, 
, 
"
"De Jong Equipment Company, Inc. - Beecher","Sales Department, nathan@dejongequipment.com","383 South Dixie Highway, Beecher, IL 60401, 
, 
, 
"
Cash Equipment Sales & Rentals - Effingham,"Sales Department, Dalton@cashequipmentllc.com","615 E Rickleman Ave, Effingham, IL 62401, 
, 
, 
"
Carter Turf and Tractor - Fairfield,"Nate Carter, General Manager , nate@carterturfandtractor.com","105 Airport Road  , Fairfield, IL 62837, 
, 
, 
"
Burris Equipment Co.,"Used Equipment Sales, customerservice@burrisequipment.com","2216 North Green Bay Road, Waukegan, IL 60087, 
, 
, 
"
Borchers Equipment - Gilman,"Dakota Borchers, dakota@borchersequipment.com","1174 U.S. Highway 24, Gilman, IL 60938, 
, 
, 
"
"Buck Bros., Inc. - Harvard","Dave Gieseke, Sales Manager, daveg@buckbrosinc.com","1810 North Division, Harvard, IL 60033, 
, 
, 
"
"Buck Bros., Inc. - Hampshire","Dave Gieseke, Sales Manager, daveg@buckbrosinc.com","14N937 Hwy. 20, Hampshire, IL 60140, 
, 
, 
"
"Birkey's Farm Store, Inc. - Urbana","Brian McCoy, Store Manager, inquiry@birkeys.com","2202 S High Cross Rd., Urbana, IL 61802, 
, 
, 
"
"Birkey's Farm Store, Inc. - Prophetstown","Denny Johnson, Store Manager, inquiry@birkeys.com","200 North Street, Prophetstown, IL 61277, 
, 
, 
"
"Birkey's Farm Store, Inc. - Shelbyville","Scot Campbell, Store Manager, inquiry@birkeys.com","2401 West Route 16, Shelbyville, IL 62565, 
, 
, 
"
"Birkey's Farm Store, Inc. - Polo","Denny Merdian, Store Manager, inquiry@birkeys.com","928 South Division, Polo, IL 61064, 
, 
, 
"
"Birkey's Farm Store, Inc. - Newton","Jeff Hutton, Store Manager, inquiry@birkeys.com","9460 East State Highway 33, Newton, IL 62448, 
, 
, 
"
"Birkey's Farm Store, Inc. - Hoopeston","Mark Steinbaugh, Store Manager, inquiry@birkeys.com","1037 S Dixie Hwy., Hoopeston, IL 60942, 
, 
, 
"
"Birkey's Farm Store, Inc. - Macomb","Dave Berlet, Store Manager, inquiry@birkeys.com","2900 E Jackson St., Macomb, IL 61455, 
, 
, 
"
"Birkey's Farm Store, Inc. - Oakland","Nathan Gannaway, Store Manager, inquiry@birkeys.com","29 E. Main St., Oakland, IL 61943, 
, 
, 
"
"Birkey's Farm Store, Inc. - Gibson City","Todd Bohlmann, Store Manager, inquiry@birkeys.com","Route 47 N, Gibson City, IL 60936, 
, 
, 
"
"Birkey's Farm Store, Inc. - Galesburg","Bill Shenaut, Store Manager, inquiry@birkeys.com","664 US Hwy. 150 E, Galesburg, IL 61402, 
, 
, 
"
