address,area,book_table,can_order_via_zomato,cost_for_two,cuisine,delivery_reviews,dining_reviews,discount,featured_in,has_menu_available,location,min_amnt_for_discount,rating,res_link,rest_name,rest_type,review_rating,reviews
" 141, Sector 31-32 A, Sector 31, Gurgaon","Sector 31, Gurgaon",0,Yes,Rs. 400,"Bakery,, ,Fast Food,, ,Beverages","1,760",443,,,1,,,"4.1,3.8",https://www.zomato.com/ncr/bakers-oven-sector-31-gurgaon,"Bakers Oven
                                    ",Bakery,"5.0,5.0,3.0,5.0,5.0","Best chocolate cake ever,Great collection of cakes! The fruit cake and chocolate truffle of this place are so delicious. The cakes are always made fresh and the staff is friendly as well. Love this place. Highly recommended ,Bakers over is one place to go undoubtedly if you looking for fresh gooey cakes anytime around the city with loads of variety to choose from.,My all time favourite is truffle which has never disappointed me so far! Perfect packaging and amazing quality is something which has enhanced my experience overall.,Thank you. ,Stay connected ☺"
" Shop 5, GC Grand Street Market, Indirapuram, Ghaziabad",Indirapuram,0,No,Rs. 700,"North Indian,, ,Mughlai","3,329",213,10,,1,,,"3.9,3.0",https://www.zomato.com/ncr/dhaba-by-punjab-1-indirapuram-ghaziabad,"Dhaba By Punjab
                                    ",Casual Dining,"1.0,5.0,4.0,1.0,3.0","I ordered their recommended combo...n wat i got was butter chicken gravy with 2 pieces of bone in it. I had to throw everything away. Pathetic. Never will order from here n recommend others the same. ,Pathetic food quality,Roti was very hard to eat..as if it was cooked long back..main course was still ok "
" Shop 16, Gulmohar Complex Market, Gautam Buddha Nagar, Sector 15, Noida","Sector 15, Noida",0,Yes,Rs. 300,"Bakery,, ,Fast Food",323,,20,,1,,,3.5,https://www.zomato.com/ncr/bake-shop-sector-15-noida,"Bake Shop
                                    ",Bakery,"5.0,5.0,4.0,5.0,5.0","I would recommend this place to everyone ,They have a variety of cakes ,snacks and shakes and you can customise as per your preference . I will visit and orders again 👌🥰✌️👍,Nyc ! Excellent service !"
" Shop 3, Plot E-94, Sector 12 E, Opposite Balaji Garden, Kopar Khairane, Navi Mumbai",Kopar Khairane,0,Yes,Rs. 300,"Bakery,, ,Desserts",26,,10,,1,,,3.9,https://www.zomato.com/mumbai/the-home-cake-shop-kopar-khairane-navi-mumbai,"The Home Cake Shop
                                    ",Bakery,"5.0,5.0,5.0,4.0",
" 37, Near Indian Oil Petrol Bunk, Harlur Road, HSR, Bangalore",HSR,0,Yes,Rs. 350,"Chinese,, ,North Indian,, ,South Indian","17,7",274,,,1,,,"3.6,3.8",https://www.zomato.com/bangalore/udupi-bhavan-1-hsr-bangalore,"Udupi Bhavan
                                    ",Quick Bites,"4.0,3.0,4.0,4.0,1.0",
" Building 10, Old 20, Ground Floor, 100 Feet Ring road, Micro Layout, Gurappanapalaya, 1st Stage, BTM, Bangalore",BTM,0,Yes,Rs. 200,North Indian,"1,239",65,,,1,,,"3.4,3.1",https://www.zomato.com/bangalore/panjabi-dhaba-btm-bangalore,"Panjabi Dhaba
                                    ",Quick Bites,"5.0,1.0,1.0,5.0,5.0","third class dal makhni. they should learn how to make it,Don't buy Wrost food they're sending"
" 1766, 14th Main, 1st Stage, Kumaraswamy Layout, Bangalore",Kumaraswamy Layout,0,Yes,Rs. 700,"Italian,, ,Pizza,, ,Beverages","3,608",357,20,,1,,,"4.1,3.4",https://www.zomato.com/bangalore/@italy-kumaraswamy-layout-bangalore,"@Italy
                                    ",Quick Bites,"5.0,1.0,1.0,3.0,4.0","Team @italy you guys are very good. You understand authentic Italian. ,Ordered for home delivery looking at the reviews and zomato gold delivery offer. Ordered garden and baby corn pizzas. Both of the pizzas tasted the same. Couldn't differentiate one from other. Garlic in baby corn was over powering. The prices are reasonable especially with zomato gold delivery offer.,Wanted to eat Italian, pasta but had never ordered home delivery. so was sceptical if to order nachos & pasta or something else. But ended up ordering nachos along with pasta and I was not sorry. The packaging was great, every ingredient for nachos was delivered separately and the quantity was absolutely right for the money charged.,My report card for home delivery,Price – 7/10,Taste – 7/10,Delivery time – 6/10,Quantity – 7/10,Packaging - 10/10,Value for money – 7/10,Will I order again – Absolutely"
" Gala A-1-5, Ghatkopar West, Opposite Fire Station, Vikhroli, Mumbai",Vikhroli,0,Yes,Rs. 450,"North Indian,, ,Chinese,, ,Mughlai,, ,Biryani,, ,Kebab","1,960",191,,,1,,,"3.6,3.4",https://www.zomato.com/mumbai/decent-restaurant-vikhroli,"Decent Restaurant
                                    ",Quick Bites,"1.0,1.0,2.0,1.0,1.0","Restaurant sends half portions when you order 1+1 using Zomato gold. I've been seeing this a lot with other restaurants on Gold too.,Zomato please take note,I ordered through Zomato Gold with 1+1 offer,All i received is 2 half Biryanis,When I spoke to Restaurant Manager (Ujjain) and he says this is what decided between us and Zomato for gold membership,Manager was extremely Rude and Arrogant,What Gold Membership means you pay full mrp for one product and second is free, but they are sending 2 half Biryanis,What the hell is this,Zomato was also very unhelpful, where I raised emergency and kept asking for help and still not even single help given,All I am getting is JUST APOLOGIES which is useless,IDK what's wrong with the quantity of this resto. As if they know that we being a Gold Member the second portion is free so they don't serve the other portion rightly. I ordered full portion of Chicken Crispy which they served it as half, the other portion I ordered Chicken Chilly, they just literally gave me 4 pieces of chicken. I Mean what! What's the use of Being A Gold Member in that case...wouldn't recommend anyone to go this kind of orders from decent..,If you are a ZOMATO GOLD CUSTOMER PLEASE DO NOT PLACE ORDER FROM THIS PLACE.,AS THEY SAY THIS IS THE QUANTITY YOU WILL RECIEVE IF YOU ARE A GOLD MEMBER,,JUST  look at the size of NAAN it's even small than a puri. They will charge you full and give you small portion just cause you are part of gold membership . ,Even Zomato will not help in this, have a call recording with them asking me to call Zomato as they are only doing what they have discussed with Zomato gold. And if we are gold member we will recieve this quantity only. ,So BEWARE OF SCAMMERS AND GOLD MEMBERS BEWARE ,PLEASE DO NOT ORDER FROM THIS RESTAURANT!!!!!!!!,They are fooling customer , I have ordered 2 starter of which quantity was like nothing not even a baby can fill his stomach with those food.,Also tasteless and uncooked food.,*BEWARE*"
" 23/2, Kariyammana Agrahara, Bellandur Post, Kadubeesanahalli, Mahadevapura, B.B.M.P East, Marathahalli, Bangalore",Marathahalli,0,No,Rs. 300,"Street Food,, ,Fast Food",243,9,,,1,,,"3.2,3.6",https://www.zomato.com/bangalore/the-indian-samosa-2-marathahalli-bangalore,"The Indian Samosa
                                    ",Quick Bites,"5.0,5.0,1.0",The restaurant has deliberately missed out on my main order item (ginger tea) and delivered only cutlet and their phone number is unreachable. Please dont order from here if you love your money
" Extension Of Entry Road To Phoenix Lower Parel Main Courtyard, High Street Phoenix, Phoenix Mills Compound, Senapati Bapat Marg, Lower Parel, Mumbai",Lower Parel,0,No,Rs. 350,"Salad,, ,Healthy Food,, ,European,, ,Italian,, ,Juices,, ,Beverages,, ,Bakery,, ,Desserts",105,,,,1,,,4.3,https://www.zomato.com/mumbai/goodness-to-go-by-smoke-house-deli-lower-parel,"Goodness To Go by Smoke House Deli 
                                    ",Salad,"5.0,4.0,5.0,2.0,4.0","Good trendy dining place with nice food and service.,Yet another healthy food place for clean and healthy food lovers. I ordered a wasabi chicken sandwich and watermelon juice cold press. And I must say they are pretty impressive when it comes packaging and delivery. Talking about the quality. I found it supreme. The bread looked high quality multigrain and it was full of a lot of chicken. They are not stingy about chicken stuffing. And I loved the taste of wasabi with chicken....even though the sandwich looked small when I opened. I thought it won’t suffice but trust me it’s really filling and great a choice for healthy and fulfilling lunch. I teamed my sandwich with cold press watermelon juice which was fresh and refreshing. No added...,read more,Ordered the wasabi chicken sandwich and it had no wasabi flavour, it was so bland and I really expected so much more because i love SHD but i was really disappointed it wasn’t worth it at all,Ordered for super grain falafel bowl. The food was fresh with the small portion of carrot,beatroot, quinoa, lettuce, spoonful of hummus & Chip, Cheese. I order for lemon vinaigrette dressing but recieved honey mustard, never mind because I liked it.,Good value for money if you are looking for smoke quickyy healthy bites. Would definitely try out their sandwiches which seems to be a healthy option."
" Shop 414, Pandurang Ravji Chawl, Malpa Dongri Pump House, Near Andheri East Station, Mumbai",Near Andheri East Station,0,Yes,Rs. 300,North Indian,567,,10,,1,,,2.8,https://www.zomato.com/mumbai/express-thali-near-andheri-east-station,"Express Thali
                                    ",North Indian,"1.0,5.0,5.0,5.0,5.0",
" C 12, 1/1, Opposite Building 17, Shiv Shakti Market, Road 16, Vikhroli, Mumbai",Vikhroli,0,Yes,Rs. 550,Seafood,,,20,,1,,,,https://www.zomato.com/mumbai/what-the-fish-vikhroli,"What The Fish
                                    ",Seafood,,
" 37, South Moti Bagh, Satyaniketan, New Delhi",Satyaniketan,1,Yes,Rs. 700,"North Indian,, ,Chinese,, ,Italian,, ,Fast Food",157,414,20,,1,,,"4.0,3.7",https://www.zomato.com/ncr/crazy-kitchen-rooftop-lounge-satyaniketan-new-delhi,"Crazy Kitchen Rooftop & Lounge
                                    ",Casual Dining,"5.0,4.0,4.0,4.0,5.0",
" 33, 8th Block, 3rd Phase, Banashankari 3rd Stage, Banashankari, Bangalore",Banashankari,0,No,Rs. 200,Mangalorean,,15,,,1,,,3.8,https://www.zomato.com/bangalore/wite-ello-banashankari-bangalore,"Wite & Ello
                                    ",Quick Bites,"4.0,1.0,4.0,5.0,5.0","Ordered a take away for egg fried rice. Was smelling burnt as well had a strong burnt flavour to it. Street food fried rice / food is better....waste coming here.,Was here with my friend a couple of days back, it's a place for called Wite & Ello the shop is so Small and they have sitting for like some 6or7 people and it's quite decent place where you can have so many varieties of eggs which these restaurant is serving a brilliant taste of egg dishes. Basically it's a place which fills your tummy and saves your pocket. It's a place where you can have best evening snacks. Trust me it's an amazing place for egg lovers 😋,Go in for a quick snack, lunch or dinner, I'm sure you will not regret. The only issue with the place is as it located close to kamakya signal you can't expect a parking so whenever you want to visit it make sure you find a better...,read more,Excellent Egg dishes, lots of options for egg lovers. I tried egg kabab and egg burji sandwich. Both where good. This is mini fast food restaurant, quality of food is good and its clean place. Must try for egg lovers."
" Shop 18, Takshashila Housing Society, Near Old Viva College, Ram Mandir Road, Virar, Mumbai",Virar,0,No,Rs. 200,Fast Food,919,,10,,1,,,4.1,https://www.zomato.com/mumbai/chandus-a-1-frankie-virar,"Chandu's A-1 Frankie
                                    ",Fast Food,"4.0,3.0,5.0,4.0,5.0",
" 73, Old Police Station Road, Pond Gaothan, Navpada, Kamala Nagar, Vile Parle West, Mumbai",Vile Parle West,0,No,Rs. 200,Street Food,189,,,,1,,,3.4,https://www.zomato.com/mumbai/son-of-maruti-pav-bhaji-1-vile-parle-west,"Son of Maruti Pav Bhaji
                                    ",Quick Bites,"5.0,5.0,4.0,5.0,4.0",
" H-175, 1st Floor, Shanta Patil House, Bhandar Wada, Malad West, Mumbai",Malad West,0,Yes,Rs. 400,"Maharashtrian,, ,Malwani",,,10,,1,,,,https://www.zomato.com/mumbai/koli-sea-foods-malad-west,"Koli Sea Foods
                                    ",Maharashtrian,"5.0,5.0",
" Shop 1, B 51, Ground Floor, Yashoda Cooperative Housing Society Ltd, Vrindavan Society, Castle Mill, Thane West, Thane","Castle Mill, Thane West",0,Yes,Rs. 400,"Bakery,, ,Desserts,, ,Fast Food",126,,,,1,,,4.0,https://www.zomato.com/mumbai/temptation-cake-shop-castle-mill-thane-west,"Temptation Cake Shop
                                    ",Bakery,"5.0,5.0,5.0,5.0,5.0","Tried veg aloo tikki burger.....had good veg aloo tikki burger after McDonald's really stomach filing and tasty as yumm.my friend had veg kadhai sandwich which is also good but not better than burger ,Veg aloo tikki is a must try over here also try and taste veg paneer sandwich its really good and taste awesome. we went in a group of 2 and tried samdwich burger and roll and it was really awesome. they also have various types of cakes & pastries which looked tempting as well.. Well done guys keep it up..!!,Great joint to order cakes anyday better than monginis & ribbons & balloons,wide range of snacks cakes pastries n beverages I ordered chocolate xcess cake for my wifes bday n whole family loved it,Awesome place to order cakes, pastries & savoury.Angel cake which is combination of red velvet & chocolate is a must try also try chocolate brownie & donuts."
" Shop 1A, Bori Chawl, Senapati Bapat Marg, Opposite Indiabulls Finance Centre, Lower Parel, Mumbai",Lower Parel,0,Yes,Rs. 500,"Pizza,, ,Fast Food","5,587",,15,,1,,,3.9,https://www.zomato.com/mumbai/zees-pizza-lower-parel,"Zees Pizza
                                    ",Pizza,"5.0,3.0,5.0,4.0,4.0",
" MSX Tower 1, Alpha 1, Greater Noida",Alpha 1,0,Yes,Rs. 300,Rolls,"2,262",70,,,1,,,"3.1,3.6",https://www.zomato.com/ncr/kolkata-roll-point-alpha-1,"Kolkata Roll Point
                                    ",Quick Bites,"4.0,5.0,3.0,4.0,5.0","Food is tasty as expected...staff performance is also good..gud restaurant ,Unexpectedly a good place to order parathas and even biryani from. Do try out their delicious chicken biryani with adequate portion size and nicely cooked chicken. Good effort 👍,I ordered for 1 paneer & 2 aloo pyaz paratha , want you mention that is was very good and reasonable price Cali of money 💰, delevery was on time the delevery boy was very polite ,overall satisfied with the food ,Thanku "
" C - 1/83, Sector - 11, Rohini, New Delhi",Rohini,0,No,Rs. 350,"North Indian,, ,Italian,, ,Chinese",524,52,,,1,,,"3.5,3.3",https://www.zomato.com/ncr/master-of-taste-1-rohini-new-delhi,"Master Of Taste
                                    ",Quick Bites,"5.0,5.0,5.0,1.0,1.0","The staff is very nice. The owners personally over view. And make sure you have a good experience. They can customise the food according to your needs. And just love the cold coffee and shakes there.,Very Tasty Food👍🏻Food is delecious😋,The taste of the items I’ve ordered thus far has been good. Those being chilli potato and spring rolls. ,Staff is very cooperative and professional. ,In the past I had a problem with my order which they very kindly and diligently fixed and refunded."
" Near Oxford School, F Block, Vikaspuri, New Delhi",Vikaspuri,0,Yes,Rs. 450,Chinese,"6,220",,,,1,,,3.8,https://www.zomato.com/ncr/capri-chef-cart-vikaspuri-new-delhi,"Capri Chef Cart
                                    ",Chinese,"5.0,5.0,1.0,5.0,4.0","Recently ordered from Capri chef cart amazing veg chowmien and sweet corn soup. The food was well cooked and nicely packed. Also it hot and quite fresh. Loved the taste,A must try !!,Hey, I am jagjeet from Vikaspuri,Yesterday I had decided to ordered some delicious food from the Capri chef Cart restaurant. I had ordered chicken chowmein and sweet corn soup non veg. chicken chowmein was so tasty and mouth watering. And I would never forget the fresh test of sweet corn soup non veg.,Thank you so much for the fresh and testiest food.😋😋😋,There were only few chicken pieces rest god know what they put but it was not chicken red and soft pieces tasted like besan,Have been a regular client of Capri. Their taste and quality always tastes good. Quantity was always more than sufficient"
